capacity_peer_group,group_size,group_median_price,group_mean_price,group_median_residual,group_mean_residual,group_std_residual
78749 | Private room | 3-4 guests,3,145.0,198.83333333333334,0.2721783817816394,0.25933635394655025,0.6091779341923467
78749 | Private room | 5-6 guests,1,268.4,268.4,-0.0657348600634266,-0.0657348600634266,
78749 | Private room | 7+ guests,1,228.5,228.5,-1.066341205229496,-1.066341205229496,
78750 | Entire home/apt | 1-2 guests,4,101.795,111.13,-0.0734776645044071,-0.010961371892923358,0.2927493917791795
78750 | Entire home/apt | 3-4 guests,11,108.73,134.02454545454546,-0.1389074336156195,-0.1314860597500086,0.31505946422936454
78750 | Entire home/apt | 5-6 guests,11,212.5,234.04636363636365,-0.0203711924151583,-0.09417340661662457,0.39129686609230047
78750 | Entire home/apt | 7+ guests,12,348.5,597.0433333333333,0.0607564950591168,0.23491916747100064,0.6142925469398309
78750 | Private room | 1-2 guests,2,38.115,38.115,-0.2370334414557555,-0.2370334414557555,0.1806605290356526
78750 | Private room | 5-6 guests,1,113.0,113.0,-0.1707103387679236,-0.1707103387679236,
78751 | Entire home/apt | 1-2 guests,78,131.12,129.16846153846154,-0.07178097440276196,-0.039865592201676917,0.25261879697998724
78751 | Entire home/apt | 3-4 guests,116,155.0,182.06258620689653,-0.00829263766242105,0.013207377620646815,0.23860446932192103
78751 | Entire home/apt | 5-6 guests,42,205.0,214.18047619047618,0.02809698106815435,-0.016239971084979384,0.3163119249827459
78751 | Entire home/apt | 7+ guests,24,326.75,409.9066666666667,-0.0388518419400165,0.015508550491993485,0.34094926896005906
78751 | Private room | 1-2 guests,32,39.82,64.453125,-0.0723222522972644,-0.01662246974083298,0.2869833232116344
78751 | Shared room | 1-2 guests,43,16.81,17.607209302325582,-0.0367879379038522,-0.014843714502019552,0.16573305605670488
78752 | Entire home/apt | 1-2 guests,65,92.0,102.74953846153846,-0.0656520982136683,-0.026170308547193703,0.2601739552026994
78752 | Entire home/apt | 3-4 guests,44,132.0,153.22022727272727,0.03009506342204735,-0.01367143967082786,0.271268755034752
78752 | Entire home/apt | 5-6 guests,30,205.91500000000002,225.68333333333334,-0.09076036892423375,-0.09284439163666787,0.1927874961610542
78752 | Entire home/apt | 7+ guests,18,321.985,358.4761111111111,0.0156154329376572,0.084226263145184,0.3472287761417294
78752 | Private room | 1-2 guests,29,110.0,97.12931034482759,0.0581492235718545,0.006421478358474443,0.2874457031408701
78752 | Private room | 3-4 guests,5,124.8,140.44,-0.0949842679497949,-0.07603994795505996,0.15571255010440627
78752 | Private room | 5-6 guests,2,289.3,289.3,0.13499026394147456,0.13499026394147456,0.047398232930210615
78752 | Private room | 7+ guests,15,374.4,365.6933333333333,-0.0143016882292092,-0.02205203589243472,0.10574108092019033
78753 | Entire home/apt | 1-2 guests,38,131.0,131.04894736842104,-0.00133477075074275,-0.03510635539942805,0.2228883861626012
78753 | Entire home/apt | 3-4 guests,35,148.5,150.55314285714286,-0.0754521535975616,-0.04997428941382128,0.37586605702340115
78753 | Entire home/apt | 5-6 guests,30,183.92000000000002,206.43633333333335,-0.06020924619366935,-0.05505852845042334,0.2195138136431209
78753 | Entire home/apt | 7+ guests,28,371.0,414.55035714285714,0.10190044084364475,0.10429595911677825,0.3632169063111257
78753 | Hotel room | 3-4 guests,2,131.0,131.0,-0.2892300768815361,-0.2892300768815361,0.09092198453573479
78753 | Hotel room | 5-6 guests,1,126.0,126.0,-0.4472643565732106,-0.4472643565732106,
78753 | Hotel room | 7+ guests,6,392.0,392.0,0.0380474984911636,0.04040757065805114,0.12380350158025635
78753 | Private room | 1-2 guests,45,58.79,72.03355555555555,-0.0183028368559998,0.0005882600812016929,0.2787966550418029
78753 | Private room | 3-4 guests,6,100.785,99.57833333333333,0.06747361261162504,0.04071619395561768,0.20005889190405884
78753 | Shared room | 1-2 guests,1,44.0,44.0,-0.5585222316860095,-0.5585222316860095,
78754 | Entire home/apt | 1-2 guests,2,614.935,614.935,1.048352866654413,1.048352866654413,1.549329443246866
78754 | Entire home/apt | 3-4 guests,1,480.0,480.0,1.167687212966439,1.167687212966439,
78754 | Entire home/apt | 5-6 guests,11,157.94,191.81272727272727,-0.0161843363263818,-0.07564056954610193,0.26752398561863056
78754 | Entire home/apt | 7+ guests,41,277.5,292.9639024390244,-0.0240548535854143,-0.0520668175713306,0.25871475400321636
78754 | Hotel room | 1-2 guests,2,87.2,87.2,-0.22694656287372744,-0.22694656287372744,0.019556600336984347
78754 | Hotel room | 3-4 guests,3,173.6,147.4,-0.1515011161669903,-0.16264419713106928,0.13159209875831232
78754 | Hotel room | 5-6 guests,2,260.8,260.8,0.007774737669332701,0.007774737669332701,0.05353134905547464
78754 | Hotel room | 7+ guests,8,313.6,296.6,-0.0056495498386595,-0.0402895061180375,0.1498590725701703
78754 | Private room | 1-2 guests,51,52.33,68.08784313725491,-0.0329822932435481,-0.032680567240073996,0.30718649357396016
78754 | Private room | 3-4 guests,4,163.0,185.83249999999998,0.2994983623329092,0.255505995351323,0.48870350512036304
78754 | Private room | 7+ guests,2,246.0,246.0,-0.0843743615238504,-0.0843743615238504,0.22440056108690962
78756 | Entire home/apt | 1-2 guests,25,157.0,138.006,-0.0321302235525875,-0.02313221089381704,0.19626936943980738
78756 | Entire home/apt | 3-4 guests,39,164.5,182.09307692307692,-0.096081306830916,-0.08080007479919872,0.22252704476650637
78756 | Entire home/apt | 5-6 guests,24,276.75,302.72375,0.08327860876358305,0.03896953858854479,0.2386564684424024
78756 | Entire home/apt | 7+ guests,16,305.5,461.54312500000003,-0.13457567056098124,-0.047207869013615816,0.33136999523062366
78756 | Private room | 1-2 guests,6,46.67,64.51166666666667,0.15304695932010465,0.14210878832966573,0.13310744151378967
78756 | Shared room | 1-2 guests,14,16.81,18.55,-0.01192386589930105,0.01833816005971384,0.1421226444870802
78757 | Entire home/apt | 1-2 guests,46,127.6,143.95195652173913,-0.04043201199258645,-0.025173479309696413,0.3563094887048931
78757 | Entire home/apt | 3-4 guests,58,143.62,178.38327586206896,-0.04188106560143765,0.0022599211789457434,0.33748736403023555
78757 | Entire home/apt | 5-6 guests,46,214.16500000000002,276.1208695652174,-0.06658082734249365,-0.0009333581976465803,0.39911666437337345
78757 | Entire home/apt | 7+ guests,23,456.5,601.1978260869565,0.0040315389014695,0.04021967135209922,0.2464575175277611
78757 | Private room | 1-2 guests,17,101.0,90.06705882352942,-0.0179085362214497,-0.04055409382570881,0.34895107600888975
78757 | Private room | 3-4 guests,1,183.0,183.0,-0.3426388461219627,-0.3426388461219627,
78757 | Shared room | 1-2 guests,2,29.905,29.905,0.3384231020424082,0.3384231020424082,0.0696482061137718
78758 | Entire home/apt | 1-2 guests,50,100.07,124.2882,-0.011251474131258848,0.008032047608612536,0.2774740462821783
78758 | Entire home/apt | 3-4 guests,97,189.0,181.93432989690723,0.0425170320317569,0.047444563232721365,0.2923900915344493
78758 | Entire home/apt | 5-6 guests,66,196.0,258.7042424242424,-0.0123631993927961,0.017360204650927417,0.4540518286558623
78758 | Entire home/apt | 7+ guests,56,307.315,343.4996428571429,-0.0488998837879042,-0.02947201056635018,0.26714874821382567
78758 | Hotel room | 1-2 guests,5,118.0,156.76,0.0780192561991519,0.05951606014085904,0.16979879903313824
78758 | Hotel room | 3-4 guests,3,105.0,179.46666666666667,-0.0952257557500191,-0.06888993495018317,0.21653306050085078
78758 | Private room | 1-2 guests,29,62.31,88.87310344827587,0.0455188797958427,0.011507836103621554,0.35596215865499387
78758 | Private room | 3-4 guests,1,521.0,521.0,0.6544307162916914,0.6544307162916914,
78759 | Entire home/apt | 1-2 guests,18,93.39,105.97833333333332,-0.026963980501490452,-0.036165008875192986,0.2652348302022523
78759 | Entire home/apt | 3-4 guests,31,154.22,206.19612903225806,0.0026910787812743,-0.002210944232801498,0.3544345871986599
78759 | Entire home/apt | 5-6 guests,24,228.5,233.55291666666668,-0.08129712171675545,-0.07773908469313091,0.26469677438779354
78759 | Entire home/apt | 7+ guests,26,375.25,394.59461538461534,-0.1016632828310317,-0.07363711505803842,0.3472983900816055
78759 | Hotel room | 1-2 guests,1,83.0,83.0,-0.1660818358979421,-0.1660818358979421,
78759 | Private room | 1-2 guests,10,50.144999999999996,62.384,0.0517947594487142,0.08336167674834974,0.213579390393216
78759 | Private room | 3-4 guests,8,109.78999999999999,106.11,-0.28526690897954365,-0.1848389156200707,0.21101976911946693
78759 | Private room | 5-6 guests,4,202.5,210.0,0.193951981787511,0.10105567045934302,0.23528148330331047
78759 | Private room | 7+ guests,3,484.8,460.40000000000003,-0.0410582250543276,-0.05720500675339876,0.1052097790420443
